frame,estimated_x,estimated_y,groundtruth_x,groundtruth_y,error
94,604.9306640625,355.050537109375,627.0,350.5,22.53359662162319
95,605.0382080078125,355.0986328125,627.5,351.0,22.832671557047373
96,605.1516723632812,355.05377197265625,628.0,351.5,23.123048480433606
97,605.1434326171875,355.0673828125,627.5,352.0,22.566012994338546
98,605.3489379882812,355.1168212890625,628.0,352.0,22.864496172159175
99,605.5035400390625,355.1946716308594,628.5,352.0,23.21730168568301
100,605.6708374023438,355.21807861328125,628.0,351.5,22.636598924907208
101,605.8638916015625,355.20611572265625,628.5,351.0,23.023570811196702
102,606.2884521484375,355.32745361328125,629.0,351.5,23.031799907424364
103,606.4666748046875,355.33770751953125,629.5,351.5,23.35084727710077
104,606.812255859375,355.3978271484375,629.5,351.5,23.020138806479
105,607.26171875,355.5919494628906,630.5,352.5,23.44307716438205
106,607.6080322265625,355.6055908203125,631.0,350.5,23.94266513857632
107,608.04638671875,355.59326171875,631.0,351.5,23.315727613852427
108,608.33740234375,355.59136962890625,632.0,350.5,24.204143705979703
109,608.6529541015625,355.6180725097656,632.5,351.0,24.290084227676893
110,608.6080932617188,355.584716796875,633.5,351.0,25.310603492900743
111,608.7440795898438,355.57159423828125,632.5,351.5,24.102315950441014
112,608.9668579101562,355.5973205566406,633.0,351.5,24.379908827854322
113,609.02001953125,355.55499267578125,633.5,351.0,24.900148634632732
114,609.1124877929688,355.49737548828125,633.5,350.5,24.894266677670434
115,609.2605590820312,355.4405822753906,633.5,351.0,24.642833988001687
116,609.2958374023438,355.40814208984375,633.5,350.5,24.6967881682594
117,609.4449462890625,355.38983154296875,634.0,350.5,25.037194636493076
118,609.4825439453125,355.43646240234375,634.0,350.5,25.009484449769975
119,609.4227294921875,355.411376953125,634.0,350.0,25.16595371018159
120,609.4781494140625,355.2787170410156,634.0,350.0,25.0835804812262
121,609.3107299804688,355.1859436035156,633.5,350.0,24.738932780874723
122,609.1574096679688,355.0788879394531,634.5,350.0,25.846508225264902
123,608.9900512695312,355.0011901855469,634.0,350.0,25.505086527449496
124,608.7730712890625,354.87628173828125,634.0,350.0,25.693891409784893
125,608.44482421875,354.7286682128906,634.0,348.5,26.303294792038137
126,608.271240234375,354.67938232421875,633.0,348.5,25.489141324392648
127,607.9412231445312,354.52264404296875,633.0,349.0,25.660122655932774
128,607.5911254882812,354.4574279785156,633.0,350.0,25.79689066798409
129,607.3792114257812,354.3041076660156,632.5,348.5,25.782584905111836
130,607.1080932617188,354.1228942871094,633.0,348.5,26.49542931729662
131,606.8143310546875,353.95269775390625,633.0,347.5,26.968992684502886
132,606.4929809570312,353.7607727050781,632.5,348.0,26.637408688926786
133,605.9430541992188,353.70587158203125,632.0,347.0,26.90600561472375
134,605.6448974609375,353.6711730957031,631.5,347.0,26.701889030146713
135,605.2464599609375,353.6922607421875,631.5,347.0,27.093075100919826
136,605.001953125,353.83245849609375,630.5,346.0,26.673916107927017
137,604.6531982421875,353.97320556640625,631.0,347.0,27.253982438110416
138,604.434326171875,354.1151123046875,631.5,347.0,27.985273321494756
139,604.2130126953125,354.690185546875,631.0,347.0,27.869008640546483
140,603.8712158203125,355.2518310546875,630.5,346.0,28.190220374322287
141,603.5726318359375,355.82818603515625,631.0,346.5,28.97025334914269
142,603.0929565429688,356.4348449707031,630.5,347.0,28.985553827325802
143,602.7962036132812,356.6895751953125,630.0,346.0,29.228642727747253
144,602.2664184570312,357.04266357421875,629.5,347.0,29.026247696222608
145,601.7823486328125,357.4032287597656,629.5,347.0,29.605664423230998
146,601.1646728515625,357.77801513671875,628.5,346.5,29.570487580291292
147,600.760498046875,358.081298828125,628.5,347.5,29.68912011996154
148,600.5113525390625,358.3647155761719,628.0,347.5,29.55787177357019
149,600.1220703125,358.7085876464844,628.5,348.0,30.33118432786843
150,599.806396484375,359.1158142089844,628.0,348.5,30.12598198425965
151,599.7210083007812,359.4992980957031,628.5,349.0,30.634386295895286
152,599.566650390625,360.0499267578125,628.5,348.5,31.1534833963901
153,599.483642578125,360.6911926269531,628.5,349.0,31.283110188638908
154,599.5657348632812,361.29595947265625,628.0,349.5,30.783958383316595
155,599.7131958007812,361.96148681640625,628.5,350.0,31.173021394520276
156,599.9385986328125,362.2290954589844,629.0,350.5,31.339060766250405
157,599.9172973632812,362.50762939453125,629.5,351.5,31.564286783956877
158,600.0585327148438,362.69512939453125,630.0,351.5,31.965956662492985
159,600.119140625,362.77728271484375,630.5,352.0,32.235794376425645
160,600.1153564453125,362.78533935546875,630.5,350.5,32.7743211527629
161,600.0709838867188,362.65875244140625,630.5,350.0,32.957078678110086
162,599.927001953125,362.7132568359375,630.0,350.0,32.64984090166228
163,599.8614501953125,362.6844787597656,630.5,350.0,33.160469471062406
164,599.8436279296875,362.72760009765625,630.5,349.5,33.388359541267555
165,599.7175903320312,362.7038879394531,631.0,349.5,33.95484959990635
166,599.72509765625,362.85614013671875,631.0,350.0,33.81419606949203
167,599.5486450195312,362.928955078125,631.5,350.0,34.46805716166926
168,599.3695068359375,362.88787841796875,631.5,349.5,34.80810077410401
169,599.2713012695312,363.1714782714844,631.0,349.5,34.54880086568156
170,599.1611938476562,363.4623107910156,630.5,349.5,34.30840849819604
171,598.94873046875,363.8523864746094,631.5,349.5,35.574937042989056
172,598.775390625,364.1323547363281,631.5,349.5,35.84697844834459
173,598.5213012695312,364.55084228515625,631.0,349.5,35.79656023582713
174,598.2398681640625,364.92938232421875,630.5,349.5,35.76006075189166
175,598.0174560546875,365.3731384277344,631.0,349.5,36.60334313488985
176,597.63427734375,365.8523864746094,631.0,350.0,36.94008128461783
177,597.4413452148438,366.48675537109375,631.5,350.0,37.83920015593267
178,596.8114624023438,367.22540283203125,632.0,350.5,38.9611637166472
179,596.4137573242188,367.8752136230469,631.5,350.5,39.15280926766721
180,595.9906005859375,368.5743713378906,631.0,351.0,39.17290613747506
181,595.5626220703125,369.4422607421875,632.0,351.5,40.61535708240813
182,595.091552734375,370.0560607910156,632.0,351.5,41.31054189476687
183,594.6819458007812,370.9046936035156,631.5,352.0,41.38787932788311
184,594.1008911132812,371.62322998046875,632.5,352.5,42.89742985517876
185,593.60791015625,372.3694763183594,632.0,353.0,43.00150201351177
186,593.2673950195312,373.2538146972656,632.0,353.0,43.7084854274797
187,592.58154296875,374.0930480957031,632.0,354.0,44.24415595873359
188,591.9393310546875,375.02587890625,632.0,355.0,44.787197080345564
189,591.2711791992188,375.9715576171875,631.5,355.0,45.366995182757975
190,590.4821166992188,376.68853759765625,631.0,355.0,45.95749699777694
191,589.6541137695312,377.55078125,631.5,356.0,47.06925075777907
192,588.9344482421875,378.4712829589844,629.5,356.5,46.13351562887357
193,587.98974609375,379.37841796875,629.0,357.0,46.718674170391076
194,587.1246337890625,380.2507019042969,628.0,357.5,46.78023086749817
195,586.1535034179688,381.24908447265625,627.5,358.5,47.191669010027304
196,585.16064453125,382.3646545410156,626.5,359.0,47.485254473285416
197,584.1643676757812,383.5321350097656,626.5,360.0,48.4362172594978
198,583.23974609375,384.81463623046875,626.0,361.0,48.94462394294723
199,582.32763671875,386.15057373046875,625.0,362.5,48.78811562037738
200,581.4324340820312,387.34332275390625,624.0,363.5,48.79038540663066
201,580.42724609375,388.84429931640625,623.0,364.5,49.04165866249736
202,579.3959350585938,390.365966796875,622.5,366.0,49.51424797388508
203,578.494140625,391.9827575683594,622.0,367.5,49.92159070090148
204,577.4920043945312,393.7654724121094,621.0,368.5,50.311924807271566
205,576.5823364257812,395.5325927734375,620.0,370.5,50.11710497629324
206,575.8564453125,397.2791748046875,619.5,371.5,50.68851664205057
207,574.8875732421875,398.8583984375,619.0,373.0,51.1327973439345
208,574.0003051757812,400.3055725097656,618.0,374.0,51.263596144739196
209,573.1241455078125,401.85931396484375,617.0,375.5,51.18499819397102
210,572.4866943359375,403.5350646972656,616.5,376.5,51.653323210259515
211,572.1106567382812,404.86981201171875,616.0,378.0,51.461259695911856
212,571.8909912109375,406.2141418457031,616.5,379.0,52.254886676182785
213,571.4801025390625,407.5399475097656,616.5,380.0,52.77537187205764
214,571.3334350585938,408.75848388671875,615.5,381.5,51.900967260022824
215,571.0192260742188,410.1728515625,616.0,382.5,52.81152086962087
216,570.74658203125,411.4247131347656,615.0,383.5,52.32737912007286
217,570.52587890625,412.228759765625,615.0,384.0,52.67646841775659
218,570.5435180664062,412.96124267578125,615.0,384.5,52.786561931628576
219,570.5159912109375,413.61181640625,616.0,385.5,53.47026535544986
220,570.5078735351562,414.40582275390625,616.0,386.0,53.63230683664162
221,570.47216796875,414.907470703125,615.0,386.5,52.81772635348968
222,570.4448852539062,415.31353759765625,615.5,386.5,53.48068168671025
223,570.4168090820312,415.72735595703125,616.0,387.5,53.61539814819
224,570.3848876953125,416.0801696777344,616.0,387.5,53.82903091620116
225,570.3668823242188,416.2637634277344,616.0,388.0,53.677013254377655
226,570.3001708984375,416.226318359375,616.0,387.5,53.978474843183406
227,570.2174072265625,416.1529235839844,616.0,387.0,54.276502784833546
228,570.1219482421875,415.9259338378906,616.0,386.5,54.50395596031942
229,570.0942993164062,415.81549072265625,616.0,385.5,55.01238345142988
230,570.0516967773438,415.6240234375,616.0,386.0,54.670186881578445
231,569.980224609375,415.3700256347656,615.5,386.0,54.17239479107177
232,570.0523681640625,415.04779052734375,615.5,385.5,54.20847871452126
233,569.9848022460938,414.8905334472656,616.0,385.5,54.60038352105174
234,569.9568481445312,414.6482849121094,616.0,385.0,54.7630589997981
235,569.9017944335938,414.3521423339844,616.0,384.5,54.91989583357847
236,569.9125366210938,413.979736328125,616.5,384.5,55.13117628036521
237,569.8944702148438,413.57867431640625,615.5,384.0,54.35772549786097
238,569.8878173828125,413.12384033203125,616.0,383.5,54.807894520210596
239,569.8746948242188,412.74151611328125,616.0,383.5,54.61327716006649
240,570.02392578125,412.08477783203125,616.5,383.5,54.56294528792726
241,570.0481567382812,411.64385986328125,617.0,382.5,55.26156126462209
242,570.0728759765625,411.14422607421875,617.0,381.5,55.50617180684033
243,569.9838256835938,410.59210205078125,617.0,381.0,55.55369610687079
244,569.8294067382812,410.1424255371094,617.5,380.5,56.135183741102146
245,569.7728271484375,409.55487060546875,617.5,380.0,56.137094731638236
246,569.6707763671875,409.04595947265625,617.0,379.5,55.794436378949314
247,569.6165771484375,408.4142150878906,618.0,378.5,56.88423218395132
248,569.5360717773438,407.6717224121094,616.0,378.5,54.862428075772556
249,569.5122680664062,407.0308532714844,615.5,378.0,54.38439050009234
250,569.5018310546875,406.27899169921875,617.0,377.5,55.536532268238986
251,569.4554443359375,405.46734619140625,616.0,377.5,54.30071928579748
252,569.51513671875,404.67462158203125,616.5,376.5,54.78491287615976
253,569.6268310546875,403.6725158691406,616.0,376.0,54.002212293186055
254,569.8052978515625,402.5785217285156,616.5,375.5,53.97815806169183
255,569.9166870117188,401.54608154296875,616.5,374.5,53.86553235412315
256,570.1436767578125,400.5198669433594,617.5,373.5,54.52242254940065
257,570.3186645507812,399.78271484375,617.0,373.0,53.81877826301999
258,570.6455078125,399.2311096191406,619.0,372.5,55.25132700833086
259,570.9342041015625,398.62646484375,618.5,372.0,54.511224252691925
260,571.2786254882812,397.79107666015625,619.5,371.5,54.922870206769524
261,571.6680908203125,397.03192138671875,619.0,371.5,53.77907247519031
262,572.0257568359375,396.15521240234375,619.0,371.0,53.28568505558975
263,572.4149169921875,395.1968688964844,619.0,370.5,52.72670378598418
264,572.7113037109375,394.17816162109375,620.5,369.5,53.78448804260463
265,573.106689453125,393.52447509765625,620.5,369.0,53.3626813738599
266,573.4720458984375,392.6162109375,620.5,369.5,52.402172427158625
267,573.7081298828125,391.6435546875,621.0,368.5,52.651164305779936
268,574.1788940429688,391.25189208984375,621.5,367.5,52.94751596481331
269,574.5026245117188,390.61981201171875,622.5,367.5,53.27545176927434
270,574.8646850585938,390.0801696777344,622.5,368.0,52.5038772145877
271,575.3069458007812,389.71527099609375,623.0,367.0,52.82623358971937
272,575.6202392578125,389.1481628417969,623.5,367.5,52.546307607234155
273,576.0354614257812,388.5572509765625,624.0,368.0,52.18426514143031
274,576.2975463867188,388.0088806152344,624.5,367.5,52.38406931912093
275,576.3922119140625,387.3416442871094,624.5,367.5,52.0389289142047
276,576.4989624023438,386.76678466796875,625.0,367.0,52.374387100558124
277,576.7703857421875,386.0335998535156,625.5,367.0,52.31494269421456
278,576.92041015625,385.21856689453125,626.0,366.5,52.528000969157105
279,577.0142822265625,384.454345703125,626.5,366.0,52.81476250900648
280,577.3551635742188,383.65533447265625,626.5,366.0,52.21997493927166
281,577.5398559570312,382.73309326171875,627.0,365.5,52.37638162491099
282,577.8226318359375,381.9565734863281,627.0,365.5,51.85780896311245
283,578.224853515625,381.2467346191406,627.5,364.5,52.04318573512326
284,578.5689697265625,380.104248046875,628.0,364.0,51.98820596105209
285,578.855224609375,378.9722595214844,628.0,363.5,51.52280818137871
286,579.2161865234375,378.07000732421875,628.5,363.0,51.53638900373803
287,579.5831298828125,376.89013671875,629.0,362.0,51.611464072258656
288,579.9459838867188,375.6295471191406,629.0,360.5,51.33419613544516
289,580.2479858398438,374.519287109375,630.0,361.0,51.55612511562619
290,580.677001953125,373.2619934082031,630.0,360.0,51.07483338681839
291,580.927978515625,371.9539489746094,630.0,358.5,50.88292479382798
292,581.40283203125,371.0750427246094,631.0,358.0,51.29167391273911
293,581.7366333007812,369.73260498046875,631.5,357.0,51.366447169622035
294,581.9931030273438,368.3551940917969,631.5,356.0,51.02532380012079
295,582.1378784179688,367.12451171875,632.0,356.5,50.981481127200716
296,582.3317260742188,365.70135498046875,632.0,355.5,50.70507941226378
297,582.442138671875,364.40093994140625,632.5,354.0,51.12698927582703
298,582.807373046875,363.5404357910156,633.0,354.0,51.09128805910125
299,583.098876953125,362.64239501953125,633.5,353.5,51.22359408592279
300,583.2098388671875,361.5237121582031,633.5,353.0,51.007391383211754
301,583.26318359375,360.53485107421875,633.5,352.5,50.87530397373703
302,583.2619018554688,359.43902587890625,633.5,351.0,50.94196367401245
303,583.1375122070312,358.33258056640625,633.5,350.5,50.96792614013416
304,582.9432373046875,357.0848388671875,633.5,350.0,51.050770767973255
305,582.9304809570312,356.4761657714844,634.0,349.5,51.543793653080854
306,582.8078002929688,355.73175048828125,633.5,349.0,51.137222996306846
307,582.8074340820312,354.8819274902344,633.5,349.0,51.032669049815354
308,582.6043701171875,353.98687744140625,633.0,349.0,50.6417659437448
309,582.5250244140625,352.96942138671875,633.0,348.0,50.71901329205611
310,582.4345703125,352.0585021972656,633.0,348.0,50.72804076215359
311,582.2645874023438,351.0035705566406,633.0,347.0,50.89312987679591
312,582.1729736328125,349.9597473144531,633.0,345.0,51.06844135818126
313,582.0517578125,349.2417907714844,633.5,344.5,51.66629659559691
314,581.9597778320312,348.49066162109375,632.5,345.0,50.660623519066725
315,581.8441162109375,347.7177734375,632.5,344.0,50.79212932909572
316,581.5978393554688,346.9228820800781,633.0,344.5,51.45923120782277
317,581.5401611328125,345.8351135253906,633.0,342.5,51.567800015747665
318,581.4739990234375,345.034912109375,633.5,342.5,52.087719829298905
319,581.26416015625,343.90521240234375,633.0,342.0,51.77090842004025
320,581.0620727539062,343.0015563964844,633.0,341.0,51.97648039862679
321,580.9775390625,342.0235900878906,633.0,340.5,52.04476696796357
322,580.883544921875,340.88238525390625,632.5,340.0,51.623996731834
323,580.8031616210938,339.7835388183594,633.0,339.5,52.19760847984491
324,580.8768310546875,338.65887451171875,633.0,338.0,52.12733310388881
325,580.9747924804688,337.5450744628906,633.0,338.0,52.02719649082204
326,580.9588623046875,336.43719482421875,633.0,337.0,52.04418086864622
327,580.9902954101562,335.3578186035156,633.5,336.0,52.513631307105854
328,581.0609130859375,334.1866455078125,633.5,335.5,52.45553103727718
329,581.0134887695312,333.0511779785156,633.5,334.5,52.50650384853347
330,581.0858764648438,331.782470703125,633.5,333.5,52.44225636682926
331,580.9684448242188,330.67169189453125,634.0,332.5,53.063062057239534
332,580.8475341796875,329.45294189453125,633.5,331.5,52.692244247577285
333,580.703857421875,328.4046630859375,633.5,331.0,52.85989448369339
334,580.386474609375,327.0392761230469,633.0,329.5,52.67103773449455
335,580.2139892578125,325.85369873046875,633.0,328.5,52.85230213040352
336,579.9293212890625,324.6678771972656,633.0,327.5,53.14619326357555
337,579.7943725585938,323.79547119140625,633.0,326.5,53.2743209014459
338,579.5260009765625,323.17413330078125,632.0,327.0,52.613285674931106
339,579.4090576171875,322.6156311035156,632.5,326.5,53.232851556337764
340,578.7980346679688,321.7977600097656,632.0,325.5,53.33062624923831
341,578.5067138671875,321.2317810058594,632.0,325.5,53.6632961591896
342,577.99169921875,320.9712219238281,631.0,324.5,53.12562683325572
343,577.6427612304688,320.92840576171875,630.5,325.0,53.0138243289469
344,577.1613159179688,320.79144287109375,630.5,325.5,53.54610844719631
345,576.6497192382812,320.6313781738281,630.0,325.5,53.57196968415941
346,576.2821655273438,320.61761474609375,629.5,325.0,53.397970059475995
347,575.8113403320312,320.5607604980469,629.5,326.0,53.963483053844676
348,575.1614990234375,320.26678466796875,628.5,325.0,53.548100001831386
349,574.4970703125,319.99005126953125,628.0,324.5,53.69267289581536
350,573.9612426757812,319.7581481933594,627.0,324.5,53.25030457240136
351,573.250732421875,319.57977294921875,627.0,324.5,53.97399743780443
352,572.8006591796875,319.4762268066406,626.0,324.0,53.39133251400198
353,572.1862182617188,319.2020568847656,626.0,324.0,54.0272464883451
354,571.5804443359375,318.88665771484375,625.0,324.0,53.6637232837141
355,571.2594604492188,318.90606689453125,624.5,324.5,53.53360756801994
356,570.7444458007812,318.589111328125,624.0,324.0,53.52972790221664
357,570.2540893554688,318.4347229003906,624.0,323.5,53.98407119795398
358,569.87548828125,318.726806640625,623.0,323.5,53.338514416897546
359,569.5311279296875,319.00714111328125,623.0,324.5,53.750272364155045
360,569.3966064453125,319.2774963378906,623.0,324.0,53.81101970244896
361,569.237548828125,319.4384765625,622.5,325.0,53.55202375057576
362,568.8788452148438,319.68109130859375,622.5,324.5,53.83725588725521
363,568.6952514648438,319.9034118652344,622.0,325.5,53.59774263107022
364,568.5860595703125,320.3140563964844,621.5,326.5,53.27429952671732
365,568.3544921875,320.55010986328125,621.5,326.0,53.4242108332056
366,568.2618408203125,320.86102294921875,621.5,327.0,53.59093796596364
367,567.97216796875,321.17779541015625,621.5,327.0,53.843540636289056
368,567.6204833984375,321.4484558105469,621.0,327.0,53.66742434199668
369,567.4332275390625,321.76800537109375,620.5,327.5,53.375444746125766
370,567.0399169921875,321.9783630371094,619.5,327.0,52.699878054637345
371,566.83203125,322.1142272949219,620.0,327.5,53.440054721451595
372,566.5421752929688,322.24371337890625,619.5,327.0,53.1709832532994
373,566.222412109375,322.4056091308594,619.0,327.5,53.022887528691136
374,565.8599853515625,322.6063537597656,619.0,328.0,53.413037515207336
375,565.6267700195312,322.79998779296875,618.0,328.0,52.630745249714494
376,565.1329956054688,322.8275451660156,617.5,328.5,52.67333189670507
377,564.8414916992188,322.97845458984375,616.5,328.5,51.952756842907796
378,564.46826171875,323.09063720703125,616.5,327.5,52.218236936998494
379,564.0308837890625,323.1557922363281,616.5,328.0,52.692262285979744
380,563.5791625976562,323.45416259765625,615.5,328.0,52.11945888292745
381,563.2146606445312,323.69708251953125,615.0,328.5,52.00758972001349
382,562.7098388671875,323.96673583984375,614.0,328.0,51.4484970510847
383,562.1943359375,324.1490173339844,614.0,328.5,51.98805515805118
384,561.4594116210938,324.5099182128906,613.0,329.0,51.735800804653415
385,560.8092041015625,324.8352966308594,612.0,328.5,51.32180467890112
386,560.130859375,325.10113525390625,611.5,329.0,51.51688805488311
387,559.5538940429688,325.3792419433594,610.5,330.0,51.155225707673935
388,558.96826171875,325.8290100097656,610.0,330.5,51.245062781646254
389,558.3231201171875,326.025390625,609.5,330.5,51.37212438276868
390,557.8277587890625,326.3958435058594,609.5,330.0,51.79778427496261
391,557.8192138671875,327.0069274902344,609.0,331.0,51.33631752707763
392,557.8319091796875,327.27362060546875,609.5,331.0,51.802292540080195
393,557.8365478515625,327.76824951171875,608.5,331.0,50.766421922522
394,557.8026733398438,328.30303955078125,608.5,332.0,50.831943176015585
395,557.7937622070312,328.94781494140625,608.5,332.0,50.79801555916329
396,557.8318481445312,329.49249267578125,608.5,333.0,50.789410511230486
397,557.8980712890625,330.15460205078125,608.5,334.0,50.74783024578151
398,557.9800415039062,330.60272216796875,608.5,333.5,50.6029685422013
399,558.509033203125,330.8824768066406,609.0,334.0,50.58711969409078
400,558.7623291015625,330.9564514160156,609.0,334.0,50.32978010366017
401,559.4772338867188,331.27752685546875,610.0,334.5,50.62543065401563
402,560.0233764648438,331.5084228515625,610.5,335.5,50.634200019767455
403,560.4782104492188,331.57666015625,611.5,335.0,51.13650618344997
404,561.0826416015625,331.97320556640625,611.5,335.0,50.50813313140499
405,561.60009765625,332.08154296875,611.5,335.5,50.016858181919915
406,562.11669921875,332.20703125,612.5,335.5,50.49079758532621
407,562.5521240234375,332.385986328125,613.0,336.0,50.57716169742161
408,563.0100708007812,332.5083923339844,613.0,336.5,50.14903740952859
409,563.59423828125,332.61102294921875,613.5,336.0,50.02069789776403
410,563.931640625,332.45135498046875,613.5,335.5,49.66202258853603
411,564.1622924804688,332.33685302734375,613.5,335.5,49.439001628809564
412,564.3295288085938,332.34344482421875,614.0,336.0,49.80488032442052
