frame_id,center_x,center_y,nb_points,center_x_smooth,center_y_smooth
142,624.519287109375,342.830322265625,21,624.519287109375,342.8189697265625
143,624.7976684570312,342.8189697265625,21,624.519287109375,342.8189697265625
144,624.1620483398438,342.8439025878906,21,624.1620483398438,342.830322265625
145,623.9535522460938,342.7750549316406,21,623.9535522460938,342.8439025878906
146,623.53955078125,343.33575439453125,21,623.53955078125,343.33575439453125
147,623.0919799804688,343.8504943847656,21,623.0919799804688,343.8504943847656
148,622.9299926757812,344.407958984375,21,622.9299926757812,344.407958984375
149,622.6636962890625,344.5172119140625,21,622.6636962890625,344.4981994628906
150,622.434326171875,344.4981994628906,21,622.434326171875,344.5172119140625
151,622.2942504882812,344.9743957519531,21,622.4290771484375,344.9743957519531
152,622.4290771484375,345.4455261230469,21,622.4290771484375,345.4455261230469
153,622.1703491210938,346.2508850097656,21,622.4290771484375,346.2508850097656
154,622.5252075195312,346.9580383300781,21,622.5252075195312,346.9580383300781
155,622.6702880859375,347.6205139160156,21,622.6702880859375,347.6205139160156
156,622.933349609375,348.018310546875,21,622.933349609375,348.018310546875
157,623.239990234375,348.33953857421875,21,623.239990234375,348.33953857421875
158,623.3766479492188,348.5641174316406,21,623.3766479492188,348.5641174316406
159,623.5819091796875,348.941162109375,21,623.5819091796875,348.941162109375
160,623.7008666992188,349.08343505859375,21,623.7008666992188,349.08343505859375
161,623.7025756835938,349.1929931640625,21,623.7008666992188,349.1929931640625
162,623.7008666992188,349.5106506347656,21,623.7025756835938,349.5106506347656
163,623.873291015625,349.66290283203125,21,623.8453369140625,349.66290283203125
164,623.9310302734375,349.7943420410156,21,623.873291015625,349.7943420410156
165,623.8453369140625,349.8920593261719,21,623.9310302734375,349.8920593261719
166,624.060546875,350.02349853515625,21,623.9663696289062,350.02349853515625
167,624.1751708984375,350.0643615722656,21,623.9710693359375,350.0301208496094
168,623.9663696289062,350.09442138671875,21,623.9710693359375,350.0643615722656
169,623.9710693359375,350.0301208496094,21,623.9663696289062,350.068115234375
170,623.8181762695312,350.068115234375,21,623.8181762695312,350.09442138671875
171,623.5377197265625,350.09820556640625,21,623.5377197265625,350.09820556640625
172,623.3109130859375,350.283203125,21,623.3109130859375,350.283203125
173,623.0494995117188,350.7177429199219,21,623.0494995117188,350.7177429199219
174,622.6707763671875,350.78326416015625,21,622.6707763671875,350.78326416015625
175,622.2802734375,351.26116943359375,21,622.2802734375,351.26116943359375
176,621.5745239257812,351.731689453125,21,621.5745239257812,351.731689453125
177,621.239013671875,352.14593505859375,21,621.239013671875,352.14593505859375
178,620.9379272460938,352.69256591796875,21,620.9379272460938,352.69256591796875
179,620.3307495117188,353.1761779785156,21,620.3307495117188,353.1761779785156
180,619.95849609375,353.6353454589844,21,619.95849609375,353.6353454589844
181,619.263671875,354.17681884765625,21,619.263671875,354.17681884765625
182,618.8716430664062,354.65338134765625,21,618.8716430664062,354.65338134765625
183,618.3853759765625,355.33843994140625,21,618.3853759765625,355.33843994140625
184,617.88623046875,355.7959289550781,21,617.88623046875,355.7959289550781
185,617.4281616210938,356.40069580078125,21,617.4281616210938,356.40069580078125
186,616.8372192382812,357.1090393066406,21,616.8372192382812,357.1090393066406
187,616.3781127929688,358.0119323730469,21,616.3781127929688,358.0119323730469
188,615.5777587890625,358.7579345703125,21,615.5777587890625,358.7579345703125
189,614.7728271484375,359.2972717285156,21,614.7728271484375,359.2972717285156
190,613.9461059570312,359.9027099609375,21,613.9461059570312,359.9027099609375
191,612.9249877929688,360.6747741699219,21,612.9249877929688,360.6747741699219
192,612.3038940429688,361.2333984375,21,612.3038940429688,361.2333984375
193,611.4447631835938,362.04998779296875,21,611.4447631835938,362.04998779296875
194,610.4381713867188,362.627197265625,21,610.4381713867188,362.627197265625
195,609.5018310546875,363.3988037109375,21,609.5018310546875,363.3988037109375
196,608.4772338867188,364.37298583984375,21,608.4772338867188,364.37298583984375
197,607.408203125,365.2703552246094,21,607.408203125,365.2703552246094
198,606.4494018554688,366.3924560546875,21,606.4494018554688,366.3924560546875
199,605.4482421875,367.2670593261719,21,605.4482421875,367.2670593261719
200,604.4700317382812,368.4620056152344,21,604.4700317382812,368.4620056152344
201,603.4307861328125,369.7740173339844,21,603.4307861328125,369.7740173339844
202,602.4788818359375,371.1337585449219,21,602.4788818359375,371.1337585449219
203,601.5548706054688,372.5921325683594,21,601.5548706054688,372.5921325683594
204,600.5924072265625,374.0203857421875,21,600.5924072265625,374.0203857421875
205,599.6415405273438,375.9020690917969,21,599.6415405273438,375.9020690917969
206,599.03173828125,377.3824768066406,21,599.03173828125,377.3824768066406
207,597.9097900390625,378.6518249511719,21,597.9097900390625,377.3824768066406
208,596.9588623046875,380.0665588378906,21,596.9588623046875,377.3824768066406
209,594.8353881835938,371.4364929199219,20,594.8353881835938,371.4364929199219
210,593.015625,363.13427734375,19,593.015625,365.43609619140625
211,591.63330078125,364.3326110839844,18,591.63330078125,365.43609619140625
212,591.35791015625,365.43609619140625,18,591.35791015625,365.43609619140625
213,591.1920166015625,366.80853271484375,18,591.1920166015625,366.80853271484375
214,591.1505126953125,368.1294250488281,18,591.1505126953125,368.1294250488281
215,590.5052490234375,369.3885498046875,18,590.5052490234375,369.3885498046875
216,590.2244873046875,370.60467529296875,18,590.3240966796875,370.60467529296875
217,590.0234375,371.31011962890625,18,590.2244873046875,371.31011962890625
218,590.3240966796875,371.72186279296875,18,590.144775390625,371.72186279296875
219,590.144775390625,372.4382019042969,18,590.144775390625,372.4382019042969
220,590.0782470703125,373.000244140625,18,590.1626586914062,373.000244140625
221,590.1626586914062,373.2606201171875,18,590.144775390625,373.2606201171875
222,590.2266845703125,373.5409851074219,18,590.1626586914062,373.5409851074219
223,590.11376953125,373.882568359375,18,590.1626586914062,373.882568359375
224,590.2593994140625,374.0931396484375,18,590.2178955078125,374.0931396484375
225,590.1041259765625,374.2161865234375,18,590.11376953125,374.17132568359375
226,590.2178955078125,374.21923828125,18,590.1041259765625,374.17132568359375
227,589.9996948242188,374.17132568359375,18,589.9996948242188,374.17132568359375
228,589.773681640625,373.752685546875,18,589.9996948242188,373.752685546875
229,589.9644775390625,373.5710144042969,18,589.9644775390625,373.5710144042969
230,590.0032958984375,373.2691345214844,18,589.773681640625,373.2691345214844
231,589.6127319335938,372.9564208984375,18,589.6671142578125,372.9564208984375
232,589.6671142578125,372.82415771484375,18,589.6671142578125,372.82415771484375
233,589.6547241210938,372.49072265625,18,589.6547241210938,372.49072265625
234,589.670654296875,372.37054443359375,18,589.6671142578125,372.37054443359375
235,589.5419311523438,371.919921875,18,589.670654296875,371.919921875
236,589.752685546875,371.587158203125,18,589.71142578125,371.587158203125
237,589.71142578125,371.1549377441406,18,589.713134765625,371.1549377441406
238,589.713134765625,370.79833984375,18,589.752685546875,370.79833984375
239,589.781982421875,370.3731689453125,18,589.7543334960938,370.3731689453125
240,589.7543334960938,370.03582763671875,18,589.781982421875,370.03582763671875
241,590.209716796875,369.93756103515625,18,589.8558349609375,369.93756103515625
242,590.1254272460938,369.50579833984375,18,589.9549560546875,369.50579833984375
243,589.8558349609375,369.0134582519531,18,589.9549560546875,369.0134582519531
244,589.9549560546875,368.6999206542969,18,589.8558349609375,368.6999206542969
245,589.833984375,368.0462646484375,18,589.84814453125,368.0462646484375
246,589.84814453125,367.6065673828125,18,589.833984375,367.6065673828125
247,589.70556640625,367.16888427734375,18,589.70556640625,367.16888427734375
248,589.6649780273438,366.53192138671875,18,589.70556640625,366.53192138671875
249,589.6651611328125,365.8775634765625,18,589.6651611328125,365.8775634765625
250,589.798828125,365.27166748046875,18,589.6651611328125,365.27166748046875
251,589.618408203125,364.63934326171875,18,589.737060546875,364.63934326171875
252,589.737060546875,363.9451904296875,18,589.7586669921875,363.9451904296875
253,589.7586669921875,363.27923583984375,18,589.7586669921875,363.27923583984375
254,589.8804321289062,362.34771728515625,18,589.8804321289062,362.34771728515625
255,590.09716796875,361.7082824707031,18,590.09716796875,361.7082824707031
256,590.4085693359375,360.9935302734375,18,590.4085693359375,360.9935302734375
257,590.67333984375,360.5487060546875,18,590.67333984375,360.5487060546875
258,590.9503784179688,360.1455078125,18,590.9503784179688,360.1455078125
259,591.229248046875,359.7804260253906,18,591.229248046875,359.7804260253906
260,591.5811767578125,359.2106018066406,18,591.5811767578125,359.2106018066406
261,592.06103515625,358.7232971191406,18,592.06103515625,359.0083923339844
262,592.2036743164062,358.150390625,18,592.2036743164062,358.7232971191406
263,592.6539306640625,359.0083923339844,17,592.6539306640625,358.5190124511719
264,593.1171264648438,358.5190124511719,17,593.1171264648438,358.150390625
265,593.4796752929688,358.1169128417969,17,593.4796752929688,358.1169128417969
266,594.0316772460938,357.67633056640625,17,594.0316772460938,357.67633056640625
267,594.257080078125,357.271484375,17,594.257080078125,357.271484375
268,594.5238037109375,357.2324523925781,17,594.5238037109375,357.2463073730469
269,594.8941040039062,357.202392578125,17,594.8941040039062,357.2324523925781
270,595.2410278320312,357.2463073730469,17,595.2410278320312,357.2263488769531
271,595.6727905273438,357.2176208496094,17,595.2410278320312,357.2263488769531
272,595.893310546875,357.2263488769531,17,595.2410278320312,357.2463073730469
273,594.445068359375,369.00994873046875,16,594.445068359375,369.00994873046875
274,592.64990234375,382.5389404296875,14,592.8848266601562,382.5389404296875
275,592.5313720703125,386.2554931640625,11,592.8848266601562,386.1619567871094
276,592.8848266601562,386.1619567871094,11,592.8848266601562,386.1619567871094
277,593.4369506835938,386.1794738769531,11,593.4369506835938,386.1619567871094
278,593.710205078125,385.93511962890625,11,593.710205078125,385.93511962890625
279,594.18603515625,385.6834411621094,11,594.18603515625,385.6834411621094
280,594.8356323242188,385.5064697265625,11,594.8356323242188,385.5064697265625
281,595.0926513671875,385.1918029785156,11,595.0926513671875,385.1918029785156
282,595.8736572265625,385.1632995605469,11,595.8736572265625,385.1632995605469
283,596.332763671875,384.8524169921875,11,596.332763671875,384.8524169921875
284,596.8439331054688,384.4375915527344,11,596.8439331054688,384.4375915527344
285,597.4974975585938,384.0299072265625,11,597.4974975585938,384.0299072265625
286,598.2086181640625,383.4593200683594,11,598.2086181640625,383.4593200683594
287,598.6900634765625,382.9951171875,11,598.6900634765625,382.9951171875
288,599.2969970703125,382.45111083984375,11,599.2969970703125,382.45111083984375
289,599.6781005859375,381.6134948730469,11,599.6781005859375,381.6134948730469
290,600.4738159179688,381.19500732421875,11,600.4738159179688,381.19500732421875
291,600.9463500976562,380.4767150878906,11,600.9463500976562,380.4767150878906
292,601.5121459960938,379.9773864746094,11,601.5121459960938,379.9773864746094
293,601.9801025390625,379.2217712402344,11,601.9801025390625,379.2217712402344
294,602.5541381835938,378.5115051269531,11,602.5541381835938,378.5115051269531
295,602.927734375,377.69677734375,11,602.927734375,377.69677734375
296,603.3394165039062,376.9498596191406,11,603.3394165039062,376.9498596191406
297,603.6817016601562,376.302001953125,11,603.6817016601562,376.302001953125
298,604.28857421875,376.1169128417969,11,604.28857421875,376.1169128417969
299,604.7822875976562,375.48284912109375,11,604.7822875976562,375.48284912109375
300,604.9910278320312,375.0766906738281,11,604.9910278320312,375.0766906738281
301,605.3152465820312,374.5770263671875,11,605.3152465820312,374.5770263671875
302,605.502685546875,373.9173583984375,11,605.502685546875,373.9173583984375
303,605.6014404296875,373.3643798828125,11,605.6014404296875,373.3643798828125
304,605.751953125,372.69818115234375,11,605.751953125,372.69818115234375
305,605.8609619140625,372.3446350097656,11,605.8609619140625,372.3446350097656
306,606.1231079101562,372.28656005859375,11,606.1231079101562,372.28656005859375
307,606.28076171875,371.8746032714844,11,606.28076171875,371.8746032714844
308,606.3427124023438,371.4347229003906,11,606.3427124023438,371.4347229003906
309,606.521484375,370.8777770996094,11,606.521484375,370.8777770996094
310,606.6315307617188,370.3818664550781,11,606.6315307617188,370.3818664550781
311,606.7312622070312,369.7813415527344,11,606.7312622070312,369.7813415527344
312,606.8208618164062,368.9752197265625,11,606.8208618164062,368.9752197265625
313,606.9339599609375,368.7065734863281,11,606.9339599609375,368.7065734863281
314,607.1915283203125,368.3946228027344,11,607.1915283203125,368.3946228027344
315,607.2870483398438,368.0269775390625,11,607.2870483398438,368.0269775390625
316,607.3955688476562,367.46832275390625,11,607.3955688476562,367.46832275390625
317,607.4615478515625,366.9182434082031,11,607.4615478515625,366.9182434082031
318,607.6239013671875,366.2771911621094,11,607.6239013671875,366.2771911621094
319,607.7811889648438,365.7109680175781,11,607.7811889648438,365.7109680175781
320,607.8095092773438,365.10614013671875,11,607.8095092773438,365.10614013671875
321,607.9922485351562,364.3800354003906,11,607.9922485351562,364.3800354003906
322,608.1417236328125,363.69158935546875,11,608.1417236328125,363.69158935546875
323,608.3180541992188,362.84124755859375,11,608.3180541992188,362.84124755859375
324,608.8602905273438,362.1175842285156,11,608.8602905273438,362.1175842285156
325,609.0299682617188,361.3865661621094,11,609.0299682617188,361.3865661621094
326,609.3270874023438,360.4091491699219,11,609.3270874023438,360.4091491699219
327,609.5355834960938,359.8260803222656,11,609.5355834960938,359.8260803222656
328,609.9837036132812,358.8536071777344,11,609.9837036132812,358.8536071777344
329,610.1768188476562,358.03289794921875,11,610.1768188476562,358.03289794921875
330,610.6351928710938,357.0714416503906,11,610.5303344726562,357.0714416503906
331,610.5303344726562,356.1785583496094,11,610.6351928710938,356.1785583496094
332,610.655517578125,355.220947265625,11,610.655517578125,355.220947265625
333,610.73876953125,354.2520446777344,11,610.73876953125,354.2520446777344
334,610.7542724609375,353.22900390625,11,610.7542724609375,353.22900390625
335,610.7855834960938,352.2307434082031,11,610.7763671875,352.2307434082031
336,610.7930297851562,351.22332763671875,11,610.7763671875,351.22332763671875
337,610.7763671875,350.6287536621094,11,610.7763671875,350.6287536621094
338,610.7630004882812,350.1289367675781,11,610.7630004882812,350.1289367675781
339,610.7425537109375,349.521728515625,11,610.7425537109375,349.521728515625
340,610.5682983398438,348.982421875,11,610.5682983398438,348.982421875
341,610.480224609375,348.4342041015625,11,610.480224609375,348.4427490234375
342,610.1264038085938,348.4427490234375,11,610.1264038085938,348.4342041015625
343,609.896240234375,348.315185546875,11,609.896240234375,348.35400390625
344,609.6564331054688,348.3324279785156,11,609.6564331054688,348.3324279785156
345,609.4071655273438,348.35400390625,11,609.4071655273438,348.315185546875
346,609.0628662109375,348.30694580078125,11,609.0628662109375,348.30694580078125
347,608.8856201171875,348.275634765625,11,608.8856201171875,348.275634765625
348,608.3526000976562,347.9736022949219,11,608.3526000976562,347.9736022949219
349,607.596435546875,347.7701416015625,11,607.596435546875,347.7701416015625
350,607.1803588867188,347.5235290527344,11,607.1803588867188,347.5235290527344
351,606.7305297851562,347.37030029296875,11,606.7305297851562,347.37030029296875
352,606.1920166015625,347.1181640625,11,606.1920166015625,347.1181640625
353,605.820068359375,347.0243225097656,11,605.820068359375,347.0243225097656
354,605.2710571289062,346.60394287109375,11,605.2710571289062,346.60394287109375
355,604.8331298828125,346.5352783203125,11,604.8331298828125,346.5352783203125
356,604.5718383789062,346.2371826171875,11,604.5718383789062,346.2860412597656
357,604.1773071289062,346.2339782714844,11,604.1773071289062,346.2860412597656
358,603.7852783203125,346.2860412597656,11,603.9174194335938,346.2860412597656
359,603.9174194335938,346.5101318359375,11,603.7852783203125,346.5101318359375
360,603.5321044921875,346.57904052734375,11,603.6149291992188,346.57904052734375
361,603.6149291992188,347.0442810058594,11,603.5321044921875,347.0442810058594
362,602.937255859375,347.1087646484375,11,603.1516723632812,347.1087646484375
363,603.1516723632812,347.28424072265625,11,603.0189208984375,347.28424072265625
364,603.0189208984375,347.5504150390625,11,602.937255859375,347.5504150390625
365,602.6802368164062,347.6312255859375,11,602.6802368164062,347.6312255859375
366,602.5991821289062,348.1649169921875,11,602.5991821289062,348.1649169921875
367,602.496826171875,348.1754150390625,11,602.496826171875,348.1754150390625
368,602.0296630859375,348.3822021484375,11,602.0296630859375,348.3822021484375
369,601.9217529296875,348.505126953125,11,601.9217529296875,348.4644470214844
370,601.3832397460938,348.4644470214844,11,601.3832397460938,348.4684753417969
371,601.3206176757812,348.4684753417969,11,601.3595581054688,348.4756774902344
372,601.3595581054688,348.4756774902344,11,601.3206176757812,348.4756774902344
373,601.1304321289062,348.4761657714844,11,601.1304321289062,348.4756774902344
374,600.7479858398438,348.4906311035156,11,600.7479858398438,348.4756774902344
375,600.500732421875,348.43798828125,11,600.500732421875,348.43798828125
376,599.6343994140625,348.263671875,11,599.6343994140625,348.3116455078125
377,599.6152954101562,348.2966613769531,11,599.6152954101562,348.2966613769531
378,599.1649780273438,348.3116455078125,11,599.1649780273438,348.263671875
379,598.8150024414062,348.23394775390625,11,598.8150024414062,348.23394775390625
380,598.2438354492188,348.2088623046875,11,598.2438354492188,348.2088623046875
381,597.7897338867188,348.20684814453125,11,597.7897338867188,348.20684814453125
382,597.6281127929688,348.1365051269531,11,597.6281127929688,348.20684814453125
383,597.2026977539062,348.1362609863281,11,597.2026977539062,348.20684814453125
384,596.4537963867188,348.2149658203125,11,596.4537963867188,348.2149658203125
385,595.909423828125,348.43072509765625,11,595.909423828125,348.4301452636719
386,595.3034057617188,348.4301452636719,11,595.3034057617188,348.43072509765625
387,594.9462890625,348.6562805175781,11,594.9462890625,348.6562805175781
388,594.1277465820312,348.8492736816406,11,594.1277465820312,348.8492736816406
389,593.8278198242188,349.1127624511719,11,593.8278198242188,349.1127624511719
390,593.0562133789062,349.3158874511719,11,593.2592163085938,349.3158874511719
391,593.2592163085938,349.626220703125,11,593.0562133789062,349.626220703125
392,592.934326171875,349.77630615234375,11,592.994140625,349.77630615234375
393,592.994140625,350.1976623535156,11,592.934326171875,350.1976623535156
394,592.8483276367188,350.3954162597656,11,592.8483276367188,350.3954162597656
395,592.5965576171875,350.9105224609375,11,592.5965576171875,350.9105224609375
396,592.4407958984375,351.3982238769531,11,592.5491943359375,351.3982238769531
397,592.5491943359375,351.9302673339844,11,592.5491943359375,351.9302673339844
