frame,x,y,tracked_points,dx,dy,distance,speed_px_per_frame,speed_px_per_second,direction_deg
14,627.1605834960938,336.34869384765625,80,-1.110107421875,-0.07989501953125,1.1129787519300887,1.1129787519300887,33.38936255790266,-175.88349009697498
15,626.0155029296875,336.2278747558594,80,-1.14508056640625,-0.120819091796875,1.1514368226280938,1.1514368226280938,34.543104678842816,-173.97692516585394
16,625.2678833007812,336.25274658203125,80,-0.74761962890625,0.024871826171875,0.7480332327263561,0.7480332327263561,22.440996981790683,178.0945854925532
17,624.3277587890625,336.1403503417969,80,-0.94012451171875,-0.112396240234375,0.946819419083302,0.946819419083302,28.40458257249906,-173.18238336702458
18,623.823486328125,336.1279602050781,80,-0.5042724609375,-0.01239013671875,0.504424652795511,0.504424652795511,15.132739583865328,-178.59250743982201
19,623.462890625,336.05718994140625,80,-0.360595703125,-0.070770263671875,0.36747474924462475,0.36747474924462475,11.024242477338742,-168.89629747417771
20,623.1602783203125,336.0152893066406,80,-0.3026123046875,-0.041900634765625,0.3054993783005829,0.3054993783005829,9.164981349017486,-172.11677346140823
21,622.9835205078125,336.0160217285156,80,-0.1767578125,0.000732421875,0.17675932994212254,0.17675932994212254,5.302779898263676,179.76258790774585
22,622.7453002929688,335.9366760253906,80,-0.23822021484375,-0.079345703125,0.25108686019902166,0.25108686019902166,7.5326058059706495,-161.57826413237757
23,622.54345703125,335.8677673339844,80,-0.20184326171875,-0.06890869140625,0.21328176211899977,0.21328176211899977,6.398452863569993,-161.15024735089014
24,622.4578857421875,335.75921630859375,80,-0.0855712890625,-0.108551025390625,0.1382236254233481,0.1382236254233481,4.146708762700443,-128.24888043093367
25,622.3084106445312,335.6736755371094,80,-0.14947509765625,-0.085540771484375,0.17222087099270963,0.17222087099270963,5.166626129781289,-150.21859891359748
26,622.0161743164062,335.6823425292969,80,-0.292236328125,0.0086669921875,0.2923648204376868,0.2923648204376868,8.770944613130604,178.30124967295598
27,621.8839721679688,335.63128662109375,80,-0.1322021484375,-0.051055908203125,0.1417184314545455,0.1417184314545455,4.251552943636365,-158.8836509671505
28,621.6563720703125,335.57977294921875,80,-0.22760009765625,-0.051513671875,0.2333569429933031,0.2333569429933031,7.000708289799093,-167.24688019187957
29,621.4769287109375,335.46051025390625,80,-0.179443359375,-0.1192626953125,0.21546115593532772,0.21546115593532772,6.463834678059832,-146.39096039228667
30,621.3040161132812,335.36468505859375,80,-0.17291259765625,-0.0958251953125,0.19768974299368938,0.19768974299368938,5.930692289810682,-151.00553179160553
31,621.1315307617188,335.28253173828125,80,-0.1724853515625,-0.0821533203125,0.19105068579308332,0.19105068579308332,5.7315205737924995,-154.53193314766744
32,620.8233642578125,335.26947021484375,80,-0.30816650390625,-0.0130615234375,0.30844318362432516,0.30844318362432516,9.253295508729755,-177.57299219200053
33,620.4876708984375,335.3089904785156,80,-0.335693359375,0.039520263671875,0.33801166069999333,0.33801166069999333,10.1403498209998,173.2856300592144
34,620.2225341796875,335.201416015625,80,-0.26513671875,-0.107574462890625,0.28612889524779395,0.28612889524779395,8.583866857433819,-157.91602894820983
35,619.74462890625,335.1722106933594,80,-0.4779052734375,-0.029205322265625,0.4787968266686932,0.4787968266686932,14.363904800060796,-176.50294026070176
36,619.5313720703125,335.178955078125,80,-0.2132568359375,0.006744384765625,0.21336345703972034,0.21336345703972034,6.40090371119161,178.18858782921885
37,619.2449340820312,335.18280029296875,80,-0.28643798828125,0.00384521484375,0.2864637966790989,0.2864637966790989,8.593913900372966,179.2308933940988
38,618.9573974609375,335.22491455078125,80,-0.28753662109375,0.0421142578125,0.2906044032376462,0.2906044032376462,8.718132097129386,171.667379768759
39,618.7565307617188,335.23126220703125,80,-0.20086669921875,0.00634765625,0.2009669714030242,0.2009669714030242,6.029009142090726,178.18997912618772
40,618.5182495117188,335.23822021484375,80,-0.23828125,0.0069580078125,0.23838281811884285,0.23838281811884285,7.151484543565285,178.32739157071953
41,618.27783203125,335.24151611328125,80,-0.24041748046875,0.0032958984375,0.24044007124739442,0.24044007124739442,7.213202137421833,179.21457773796473
42,618.2137451171875,335.2705078125,80,-0.0640869140625,0.02899169921875,0.07033954206308661,0.07033954206308661,2.1101862618925984,155.6589100633075
43,617.9529418945312,335.227294921875,80,-0.26080322265625,-0.043212890625,0.2643589886197436,0.2643589886197436,7.930769658592308,-170.59204635106886
44,617.871337890625,335.23065185546875,80,-0.08160400390625,0.00335693359375,0.08167302159638831,0.08167302159638831,2.4501906478916493,177.64435893327058
45,617.79345703125,335.1831970214844,80,-0.077880859375,-0.047454833984375,0.09119972327520033,0.09119972327520033,2.7359916982560097,-148.64496130050827
46,617.7239990234375,335.18756103515625,80,-0.0694580078125,0.004364013671875,0.06959496723621345,0.06959496723621345,2.0878490170864032,176.4048590567304
47,617.5889892578125,335.1889953613281,80,-0.135009765625,0.001434326171875,0.13501738445727926,0.13501738445727926,4.050521533718378,179.3913199974949
48,617.6297607421875,335.19647216796875,80,0.040771484375,0.007476806640625,0.041451376040876654,0.041451376040876654,1.2435412812262996,10.391623890152784
49,617.4867553710938,335.2054138183594,80,-0.14300537109375,0.008941650390625,0.14328464423436768,0.14328464423436768,4.298539327031031,176.42214319798757
50,617.2836303710938,335.2432556152344,80,-0.203125,0.037841796875,0.20661986161966317,0.20661986161966317,6.198595848589895,169.44688548453752
51,617.19091796875,335.0987854003906,80,-0.09271240234375,-0.14447021484375,0.17166022406296882,0.17166022406296882,5.149806721889065,-122.68993704566682
52,616.9406127929688,334.911865234375,80,-0.25030517578125,-0.186920166015625,0.31239691017388643,0.31239691017388643,9.371907305216594,-143.24876175171877
53,616.48974609375,334.81500244140625,80,-0.45086669921875,-0.09686279296875,0.4611541836805969,0.4611541836805969,13.834625510417908,-167.87505352273448
54,616.0414428710938,334.4622497558594,80,-0.44830322265625,-0.352752685546875,0.5704474003836916,0.5704474003836916,17.113422011510746,-141.80214409762254
55,615.6400146484375,334.18560791015625,80,-0.40142822265625,-0.276641845703125,0.48751956754471654,0.48751956754471654,14.625587026341496,-145.42756446026002
56,615.0350952148438,333.8367614746094,80,-0.60491943359375,-0.348846435546875,0.6982989021423013,0.6982989021423013,20.948967064269038,-150.02870468160577
57,614.3995971679688,333.5328063964844,80,-0.635498046875,-0.303955078125,0.7044476255193955,0.7044476255193955,21.133428765581865,-154.43847711572175
58,613.8203735351562,333.1509704589844,80,-0.5792236328125,-0.3818359375,0.6937569458931664,0.6937569458931664,20.81270837679499,-146.60632105705847
59,613.0153198242188,332.86358642578125,80,-0.8050537109375,-0.287384033203125,0.8548105404324017,0.8548105404324017,25.64431621297205,-160.354706911324
60,612.1927490234375,332.5438232421875,80,-0.82257080078125,-0.31976318359375,0.882536807096405,0.882536807096405,26.47610421289215,-158.75708581070998
61,611.3621826171875,332.7161560058594,80,-0.83056640625,0.172332763671875,0.8482565276057864,0.8482565276057864,25.447695828173593,168.27812489467496
62,610.4263916015625,332.8547668457031,80,-0.935791015625,0.13861083984375,0.9460009460072747,0.9460009460072747,28.380028380218242,171.57452077063394
63,609.4345092773438,333.1029357910156,80,-0.99188232421875,0.2481689453125,1.022457026243699,1.022457026243699,30.673710787310966,165.9529726153966
64,608.4549560546875,333.3256530761719,80,-0.97955322265625,0.22271728515625,1.0045533859002294,1.0045533859002294,30.136601577006882,167.19064197779446
65,607.3016357421875,333.58990478515625,80,-1.1533203125,0.264251708984375,1.1832061143039536,1.1832061143039536,35.49618342911861,167.09499207580615
66,606.1375122070312,333.9151611328125,80,-1.16412353515625,0.32525634765625,1.2087081106683153,1.2087081106683153,36.26124332004946,164.38962613337276
67,605.08056640625,334.1322937011719,80,-1.05694580078125,0.217132568359375,1.0790185253421076,1.0790185253421076,32.37055576026323,168.39101414428453
68,604.1987915039062,334.47021484375,80,-0.88177490234375,0.337921142578125,0.9443080413745482,0.9443080413745482,28.329241241236446,159.0317511253753
69,603.224365234375,334.7386779785156,80,-0.97442626953125,0.268463134765625,1.010731917711504,1.010731917711504,30.32195753134512,164.59664311187888
70,602.3219604492188,335.0692138671875,80,-0.90240478515625,0.330535888671875,0.961035051375861,0.961035051375861,28.83105154127583,159.88305631190664
71,601.495849609375,335.3587341308594,80,-0.82611083984375,0.289520263671875,0.8753748355898621,0.8753748355898621,26.26124506769586,160.68638725897546
72,600.7369384765625,335.71282958984375,80,-0.7589111328125,0.354095458984375,0.8374542982038525,0.8374542982038525,25.123628946115577,154.98701671310278
73,600.1114501953125,336.05999755859375,80,-0.62548828125,0.34716796875,0.7153748587328744,0.7153748587328744,21.461245761986234,150.96818658369583
74,599.5313720703125,336.45745849609375,80,-0.580078125,0.3974609375,0.7031826419515022,0.7031826419515022,21.095479258545065,145.5816355209438
75,599.0065307617188,336.792724609375,80,-0.52484130859375,0.33526611328125,0.6227854894914587,0.6227854894914587,18.68356468474376,147.4297546712729
76,598.5445556640625,337.02117919921875,80,-0.46197509765625,0.22845458984375,0.5153760670376321,0.5153760670376321,15.461282011128961,153.68681678898386
77,598.3038940429688,337.3453674316406,80,-0.24066162109375,0.324188232421875,0.40375243145805495,0.40375243145805495,12.112572943741649,126.58840137197643
78,598.3135375976562,337.56402587890625,80,0.0096435546875,0.218658447265625,0.21887100015220132,0.21887100015220132,6.566130004566039,87.47470467123013
79,598.2113647460938,337.8819274902344,80,-0.1021728515625,0.317901611328125,0.33391724436068126,0.33391724436068126,10.017517330820437,107.81728652422956
80,598.1844482421875,338.182373046875,80,-0.02691650390625,0.300445556640625,0.3016488532841293,0.3016488532841293,9.049465598523879,95.1193829568022
81,598.0780029296875,338.4598693847656,80,-0.1064453125,0.277496337890625,0.29721174622805635,0.29721174622805635,8.916352386841691,110.98640274240958
82,598.1227416992188,338.75213623046875,80,0.04473876953125,0.292266845703125,0.29567121367563765,0.29567121367563765,8.87013641026913,81.29700076266381
83,598.3248291015625,339.0995178222656,80,0.20208740234375,0.347381591796875,0.4018871589207291,0.4018871589207291,12.056614767621873,59.811522269778806
84,598.506591796875,339.40289306640625,80,0.1817626953125,0.303375244140625,0.353658332525403,0.353658332525403,10.60974997576209,59.07270356569497
85,599.0353393554688,339.7005920410156,80,0.52874755859375,0.297698974609375,0.6067937542545444,0.6067937542545444,18.20381262763633,29.380671162706275
86,599.7268676757812,339.9505920410156,80,0.6915283203125,0.25,0.7353308220075013,0.7353308220075013,22.05992466022504,19.875840093606552
87,600.265625,340.304443359375,80,0.53875732421875,0.353851318359375,0.644569786682571,0.644569786682571,19.337093600477132,33.29657527934991
88,600.8629760742188,340.706787109375,80,0.59735107421875,0.40234375,0.720214411848553,0.720214411848553,21.60643235545659,33.962100914040185
89,601.4620361328125,341.02813720703125,80,0.59906005859375,0.32135009765625,0.6798079427794504,0.6798079427794504,20.394238283383512,28.210169628815258
90,602.1842041015625,341.0611267089844,80,0.72216796875,0.032989501953125,0.7229210761401387,0.7229210761401387,21.68763228420416,2.615521842950813
91,602.6259155273438,341.02899169921875,80,0.44171142578125,-0.032135009765625,0.4428788124513765,0.4428788124513765,13.286364373541295,-4.161002588971743
92,603.1326904296875,340.96728515625,80,0.50677490234375,-0.06170654296875,0.5105178734291989,0.5105178734291989,15.315536202875965,-6.942343391888624
93,603.5208740234375,340.92791748046875,80,0.38818359375,-0.03936767578125,0.390174725415528,0.390174725415528,11.70524176246584,-5.79085801076477
94,604.0361328125,340.85565185546875,80,0.5152587890625,-0.072265625,0.5203017780699913,0.5203017780699913,15.60905334209974,-7.98372173689036
95,604.087890625,340.85845947265625,80,0.0517578125,0.0028076171875,0.051833906557934656,0.051833906557934656,1.5550171967380397,3.1049826385825656
96,604.1726684570312,340.80523681640625,80,0.08477783203125,-0.05322265625,0.10009961010026214,0.10009961010026214,3.0029883030078643,-32.12018199221654
97,604.1358642578125,340.78753662109375,80,-0.03680419921875,-0.0177001953125,0.04083927024610118,0.04083927024610118,1.2251781073830355,-154.3157637385637
98,604.2890625,340.8291015625,80,0.1531982421875,0.04156494140625,0.15873671838438924,0.15873671838438924,4.762101551531678,15.179762613873201
99,604.4349365234375,340.86376953125,80,0.1458740234375,0.03466796875,0.1499369826663698,0.1499369826663698,4.4981094799910935,13.36872805590133
100,604.5263671875,340.8873596191406,80,0.0914306640625,0.023590087890625,0.09442488325434743,0.09442488325434743,2.832746497630423,14.46740212654154
101,604.7298583984375,340.8350524902344,80,0.2034912109375,-0.05230712890625,0.210106422232223,0.210106422232223,6.30319266696669,-14.415706902636975
102,605.11962890625,340.9479064941406,80,0.3897705078125,0.11285400390625,0.4057795891344044,0.4057795891344044,12.173387674032131,16.147824362306313
103,605.23779296875,340.90948486328125,80,0.1181640625,-0.038421630859375,0.12425364133255003,0.12425364133255003,3.7276092399765006,-18.012191520010045
104,605.5630493164062,340.95697021484375,80,0.32525634765625,0.0474853515625,0.3287043509047265,0.3287043509047265,9.861130527141794,8.30613725633711
105,605.9166870117188,341.08599853515625,80,0.3536376953125,0.1290283203125,0.3764411334971269,0.3764411334971269,11.293234004913806,20.04501355975696
106,606.2860107421875,341.060791015625,80,0.36932373046875,-0.02520751953125,0.3701829776317007,0.3701829776317007,11.105489328951021,-3.9045636077898513
107,606.7102661132812,341.04583740234375,80,0.42425537109375,-0.01495361328125,0.4245188222588731,0.4245188222588731,12.735564667766193,-2.018653035044441
108,606.97705078125,340.9679260253906,80,0.26678466796875,-0.077911376953125,0.27792848310658647,0.27792848310658647,8.337854493197593,-16.279833530588853
109,607.2291870117188,341.0114440917969,80,0.25213623046875,0.04351806640625,0.2558642234051674,0.2558642234051674,7.675926702155022,9.792624819297357
110,607.1799926757812,340.9061584472656,80,-0.0491943359375,-0.10528564453125,0.11621165876405146,0.11621165876405146,3.486349762921544,-115.04416246397447
111,607.18701171875,340.88043212890625,80,0.00701904296875,-0.025726318359375,0.026666653718175327,0.026666653718175327,0.7999996115452598,-74.73913044084259
112,607.362060546875,340.8817138671875,80,0.175048828125,0.00128173828125,0.1750535206185737,0.1750535206185737,5.251605618557211,0.41952226895805755
113,607.3812866210938,340.7803955078125,80,0.01922607421875,-0.101318359375,0.10312638787578345,0.10312638787578345,3.093791636273503,-79.2553586733869
114,607.4136962890625,340.6874084472656,80,0.03240966796875,-0.092987060546875,0.09847324513284213,0.09847324513284213,2.954197353985264,-70.78453361374028
115,607.4913330078125,340.59234619140625,80,0.07763671875,-0.095062255859375,0.12273667987745097,0.12273667987745097,3.6821003963235293,-50.76171337647013
116,607.4371337890625,340.5189514160156,80,-0.05419921875,-0.073394775390625,0.09123786696186317,0.09123786696186317,2.737136008855895,-126.44444175658711
117,607.498291015625,340.4393615722656,80,0.0611572265625,-0.07958984375,0.10037305210546489,0.10037305210546489,3.0111915631639468,-52.46114773244886
118,607.455810546875,340.44720458984375,80,-0.04248046875,0.007843017578125,0.043198416058352236,0.043198416058352236,1.295952481750567,169.53947853714752
119,607.3082885742188,340.40716552734375,80,-0.14752197265625,-0.0400390625,0.15285895113558212,0.15285895113558212,4.585768534067464,-164.8151089726106
120,607.2936401367188,340.2093811035156,80,-0.0146484375,-0.197784423828125,0.19832613299869178,0.19832613299869178,5.949783989960753,-94.23574351452986
121,607.0433349609375,340.0522155761719,80,-0.25030517578125,-0.15716552734375,0.2955565665115927,0.2955565665115927,8.86669699534778,-147.87546762904415
122,606.7904663085938,339.9071350097656,80,-0.25286865234375,-0.14508056640625,0.29153203269435524,0.29153203269435524,8.745960980830658,-150.15543256854627
123,606.519775390625,339.81683349609375,80,-0.27069091796875,-0.090301513671875,0.2853558067434346,0.2853558067434346,8.560674202303037,-161.55148729432582
124,606.2658081054688,339.6212463378906,80,-0.25396728515625,-0.195587158203125,0.32055220851463534,0.32055220851463534,9.61656625543906,-142.39914758652543
125,605.870361328125,339.4515686035156,80,-0.39544677734375,-0.169677734375,0.43031231362138644,0.43031231362138644,12.909369408641593,-156.7768661967573
126,605.5828247070312,339.3793640136719,80,-0.28753662109375,-0.07220458984375,0.29646384478468013,0.29646384478468013,8.893915343540403,-165.90367709287713
127,605.1617431640625,339.16632080078125,80,-0.42108154296875,-0.213043212890625,0.4719079109187548,0.4719079109187548,14.157237327562644,-153.1631948425722
128,604.7594604492188,339.0888671875,80,-0.40228271484375,-0.07745361328125,0.40967114234758994,0.40967114234758994,12.290134270427698,-169.10189896080942
129,604.4862670898438,338.8730773925781,80,-0.273193359375,-0.215789794921875,0.3481376842558455,0.3481376842558455,10.444130527675366,-141.69552079922497
130,604.11962890625,338.7173767089844,80,-0.36663818359375,-0.15570068359375,0.3983293367811181,0.3983293367811181,11.949880103433543,-156.99046573636085
131,603.7881469726562,338.4862976074219,80,-0.33148193359375,-0.2310791015625,0.4040765069612232,0.4040765069612232,12.122295208836697,-145.11929280032925
132,603.3904418945312,338.31158447265625,80,-0.397705078125,-0.174713134765625,0.4343892363146718,0.4343892363146718,13.031677089440153,-156.2839596656348
133,602.8338623046875,338.21710205078125,80,-0.55657958984375,-0.094482421875,0.5645420868934419,0.5645420868934419,16.936262606803258,-170.36557303894037
134,602.4934692382812,338.13671875,80,-0.34039306640625,-0.08038330078125,0.34975550703589875,0.34975550703589875,10.492665211076963,-166.71310622141618
135,601.9954833984375,338.14508056640625,80,-0.49798583984375,0.00836181640625,0.49805603766895234,0.49805603766895234,14.94168113006857,179.0380213013791
136,601.7584228515625,338.207275390625,80,-0.237060546875,0.06219482421875,0.24508345322415237,0.24508345322415237,7.352503596724571,165.29928679607337
137,601.36328125,338.27215576171875,80,-0.3951416015625,0.06488037109375,0.4004327007608647,0.4004327007608647,12.01298102282594,170.67550785244637
138,601.0963134765625,338.39324951171875,80,-0.2669677734375,0.12109375,0.2931475538755847,0.2931475538755847,8.794426616267542,155.60146006787306
139,600.8654174804688,338.938720703125,80,-0.23089599609375,0.54547119140625,0.5923274277511373,0.5923274277511373,17.76982283253412,112.94276595349969
140,600.4777221679688,339.4598083496094,80,-0.3876953125,0.521087646484375,0.6494921020713783,0.6494921020713783,19.48476306214135,126.6496794521624
141,600.1292114257812,339.97442626953125,80,-0.3485107421875,0.514617919921875,0.6215234033604844,0.6215234033604844,18.645702100814532,124.10673405968184
142,599.6248168945312,340.53704833984375,80,-0.50439453125,0.5626220703125,0.7556172557304597,0.7556172557304597,22.66851767191379,131.87644363718618
143,599.3367309570312,340.7509460449219,80,-0.2880859375,0.213897705078125,0.3588115600464155,0.3588115600464155,10.764346801392465,143.40689611459825
144,598.7487182617188,341.0499572753906,80,-0.5880126953125,0.29901123046875,0.659671619667776,0.659671619667776,19.79014859003328,153.0461391401497
145,598.2094116210938,341.44683837890625,80,-0.539306640625,0.396881103515625,0.6696015703013272,0.6696015703013272,20.088047109039813,143.65027981954742
146,597.5428466796875,341.82611083984375,80,-0.66656494140625,0.3792724609375,0.766913567970671,0.766913567970671,23.00740703912013,150.36031798653315
147,597.0623168945312,342.13482666015625,80,-0.48052978515625,0.3087158203125,0.571151759284283,0.571151759284283,17.134552778528487,147.2813285229814
148,596.7578125,342.42169189453125,80,-0.30450439453125,0.286865234375,0.4183474500721462,0.4183474500721462,12.550423502164385,136.70849130678533
149,596.3609619140625,342.8287353515625,80,-0.3968505859375,0.40704345703125,0.5684846202588846,0.5684846202588846,17.05453860776654,134.27356446214108
150,596.059814453125,343.2449951171875,80,-0.3011474609375,0.416259765625,0.5137723092064062,0.5137723092064062,15.413169276192185,125.88424933401728
151,595.9186401367188,343.63037109375,80,-0.14117431640625,0.3853759765625,0.41042031007769647,0.41042031007769647,12.312609302330895,110.11923706605273
152,595.7620239257812,344.17352294921875,80,-0.1566162109375,0.54315185546875,0.5652809705160482,0.5652809705160482,16.958429115481447,106.08475799672628
153,595.70947265625,344.77996826171875,80,-0.05255126953125,0.6064453125,0.608717958485347,0.608717958485347,18.261538754560412,94.95257065789073
154,595.7481689453125,345.3628845214844,80,0.0386962890625,0.582916259765625,0.5841992542672013,0.5841992542672013,17.52597762801604,86.20205175420864
155,595.8914794921875,346.0494079589844,80,0.143310546875,0.6865234375,0.7013218541314878,0.7013218541314878,21.039655623944636,78.20893041759767
156,596.095703125,346.3007507324219,80,0.2042236328125,0.2513427734375,0.323852562068589,0.323852562068589,9.71557686205767,50.90509352487418
157,596.0762939453125,346.588623046875,80,-0.0194091796875,0.287872314453125,0.2885258839077363,0.2885258839077363,8.65577651723209,93.8572086140409
158,596.194091796875,346.7451171875,80,0.1177978515625,0.156494140625,0.19587432165217078,0.19587432165217078,5.876229649565124,53.03012228447872
159,596.2491455078125,346.8848571777344,80,0.0550537109375,0.139739990234375,0.15019379467439067,0.15019379467439067,4.5058138402317205,68.49692451796261
160,596.2200927734375,346.901611328125,80,-0.029052734375,0.016754150390625,0.03353748544503578,0.03353748544503578,1.0061245633510734,150.02878215093992
161,596.1488037109375,346.826171875,80,-0.0712890625,-0.075439453125,0.10379422681405734,0.10379422681405734,3.1138268044217203,-133.37975274499595
162,596.041259765625,346.87066650390625,80,-0.1075439453125,0.04449462890625,0.11638501696903639,0.11638501696903639,3.4915505090710917,157.52343776374968
163,595.9087524414062,346.86773681640625,80,-0.13250732421875,-0.0029296875,0.13253970741049864,0.13253970741049864,3.9761912223149594,-178.73341804857208
164,595.8558349609375,346.8805236816406,80,-0.05291748046875,0.012786865234375,0.05444045978573845,0.05444045978573845,1.6332137935721536,166.41556976525746
165,595.7657470703125,346.84661865234375,80,-0.090087890625,-0.033905029296875,0.09625683897201234,0.09625683897201234,2.88770516916037,-159.37592019350424
166,595.7581176757812,346.90582275390625,80,-0.00762939453125,0.0592041015625,0.05969366216556229,0.05969366216556229,1.7908098649668687,97.34300811700683
167,595.6160278320312,346.98077392578125,80,-0.14208984375,0.074951171875,0.16064620089605358,0.16064620089605358,4.819386026881608,152.1887382123989
168,595.4970092773438,346.9612731933594,80,-0.1190185546875,-0.019500732421875,0.1206055343874857,0.1206055343874857,3.618166031624571,-170.69498516525226
169,595.3909912109375,347.1413269042969,80,-0.10601806640625,0.1800537109375,0.2089477667429945,0.2089477667429945,6.268433002289835,120.49015359101953
170,595.2640380859375,347.28875732421875,80,-0.126953125,0.147430419921875,0.19455802390445381,0.19455802390445381,5.8367407171336145,130.73191752731023
171,595.0518798828125,347.5917053222656,80,-0.212158203125,0.302947998046875,0.36984941891780515,0.36984941891780515,11.095482567534155,125.00402669563782
172,594.8261108398438,347.8675231933594,80,-0.22576904296875,0.27581787109375,0.3564367528436339,0.3564367528436339,10.693102585309017,129.30183245304335
173,594.5862426757812,348.18890380859375,80,-0.2398681640625,0.321380615234375,0.40102647790281853,0.40102647790281853,12.030794337084556,126.73647748237512
174,594.2583618164062,348.58636474609375,80,-0.327880859375,0.3974609375,0.5152485369051206,0.5152485369051206,15.457456107153618,129.52053710804876
175,593.9942626953125,348.94146728515625,80,-0.26409912109375,0.3551025390625,0.4425450926302602,0.4425450926302602,13.276352778907807,126.63915429812023
176,593.6153564453125,349.3846740722656,80,-0.37890625,0.443206787109375,0.5830970780486534,0.5830970780486534,17.4929123414596,130.5277872676901
177,593.3377685546875,349.8450622558594,80,-0.277587890625,0.46038818359375,0.5375986575637902,0.5375986575637902,16.127959726913705,121.08758724574892
178,592.6614379882812,350.47271728515625,80,-0.67633056640625,0.627655029296875,0.9226992309832386,0.9226992309832386,27.680976929497156,137.13776024845606
179,592.2277221679688,351.09503173828125,80,-0.4337158203125,0.622314453125,0.7585411599627357,0.7585411599627357,22.756234798882073,124.87418221353943
180,591.7725219726562,351.731201171875,80,-0.4552001953125,0.63616943359375,0.782252367239327,0.782252367239327,23.46757101717981,125.5849691068075
181,591.2900390625,352.38421630859375,80,-0.48248291015625,0.65301513671875,0.8119227348563728,0.8119227348563728,24.357682045691185,126.45899391146162
182,590.8140258789062,352.844970703125,80,-0.47601318359375,0.46075439453125,0.66248257564627,0.66248257564627,19.8744772693881,135.93319509065753
183,590.37451171875,353.64105224609375,80,-0.43951416015625,0.79608154296875,0.9093506034711581,0.9093506034711581,27.280518104134746,118.90295321662728
184,589.7662963867188,354.26513671875,80,-0.60821533203125,0.62408447265625,0.8714397966173644,0.8714397966173644,26.14319389852093,134.26220508749736
185,589.19677734375,354.91302490234375,80,-0.56951904296875,0.64788818359375,0.8626187099434197,0.8626187099434197,25.878561298302593,131.3167346083095
186,588.7861938476562,355.65008544921875,80,-0.41058349609375,0.737060546875,0.8437043658914184,0.8437043658914184,25.31113097674255,119.12022575168209
187,588.1251220703125,356.3879699707031,80,-0.66107177734375,0.737884521484375,0.9907014998710003,0.9907014998710003,29.721044996130008,131.8572061304697
188,587.4140014648438,357.2635498046875,80,-0.71112060546875,0.875579833984375,1.1279771988840674,1.1279771988840674,33.83931596652202,129.08250473010347
189,586.7067260742188,358.1125793457031,80,-0.707275390625,0.849029541015625,1.1050292483463726,1.1050292483463726,33.15087745039118,129.79564381643635
190,585.8841552734375,358.77117919921875,80,-0.82257080078125,0.658599853515625,1.053744034075026,1.053744034075026,31.61232102225078,141.31712769124886
191,585.0238037109375,359.5750427246094,80,-0.8603515625,0.803863525390625,1.177455467756482,1.177455467756482,35.32366403269446,136.9440299852855
192,584.2787475585938,360.42291259765625,80,-0.74505615234375,0.847869873046875,1.1287125372590654,1.1287125372590654,33.86137611777196,131.30702720983672
193,583.2635498046875,361.2552490234375,80,-1.01519775390625,0.83233642578125,1.312787265789321,1.312787265789321,39.38361797367963,140.65249069075318
194,582.3753051757812,362.040283203125,80,-0.88824462890625,0.7850341796875,1.18543544069613,1.18543544069613,35.563063220883905,138.5296213788928
195,581.3512573242188,362.9560546875,80,-1.0240478515625,0.915771484375,1.3737945311742084,1.3737945311742084,41.21383593522625,138.19480679797041
196,580.3145141601562,364.02374267578125,80,-1.0367431640625,1.06768798828125,1.4882184075431895,1.4882184075431895,44.64655222629568,134.15754903629502
