frame,x,y,bbox_x,bbox_y,bbox_w,bbox_h,dx,dy,speed_px_per_frame,direction_deg,tracked_points
56,635.5,368.5,544,332,183,73,0.1494208425283432,-0.4800177812576294,0.5027361718688812,-72.70958061726965,18
57,635.5,368.5,544,332,183,73,0.0749138742685318,-0.4544576108455658,0.4605907170291007,-80.63940672448518,18
58,634.0,368.5,544,332,180,73,0.0508321113884449,-0.4218071699142456,0.4248590261948927,-83.12840496946546,18
59,634.0,368.5,544,332,180,73,-0.014397116377949715,-0.3945222795009613,0.3947848857069314,-92.08994059142269,17
60,634.0,368.5,544,332,180,73,0.0020249311346560717,-0.46510225534439087,0.46510666332846606,-89.75055103809365,17
61,634.0,368.5,544,332,180,73,-0.24043184518814087,0.12281530350446701,0.26998346422599384,152.94154131530277,17
62,632.5,368.5,544,332,177,73,-0.30170753598213196,0.11991792917251587,0.32466559258017164,158.3239529810552,17
63,632.5,368.5,544,332,177,73,-0.41248995065689087,0.22206564247608185,0.4684667639878407,151.70401805395946,17
64,632.5,368.5,544,332,177,73,-0.2961784899234772,0.17693732678890228,0.3450050948965161,149.14586284168251,17
65,631.5,368.5,543,332,177,73,-0.6204438805580139,0.29959824681282043,0.6889918130248013,154.225159446123,17
66,630.0,368.5,543,332,174,73,-0.3787956237792969,0.2747764587402344,0.4679617792856275,144.04305573009992,16
67,630.0,368.5,543,332,174,73,-0.42189788818359375,0.23796463012695312,0.4843810413767593,150.57553651492557,16
68,630.0,368.5,543,332,174,73,-0.10335922241210938,0.2497425079345703,0.27028586557029727,112.48286122979417,16
69,628.5,368.5,543,332,171,73,-0.3497123718261719,0.3599128723144531,0.5018326600231661,134.17645914820736,16
70,628.5,368.5,543,332,171,73,-0.3128700256347656,0.2096080780029297,0.37659421039732033,146.17979037923465,16
71,628.5,368.5,543,332,171,73,-0.24515151977539062,0.3866138458251953,0.45778765102603153,122.37875020421407,16
72,627.0,368.5,543,332,168,73,-0.18716049194335938,0.2715625762939453,0.32981098008993753,124.5745491044074,16
73,627.0,368.5,543,332,168,73,-0.00954437255859375,0.2935161590576172,0.2936712969894635,91.86245161513735,16
74,627.0,368.5,543,332,168,73,-0.0910906121134758,0.3810904324054718,0.39182574862583647,103.44296776361767,14
75,627.0,368.5,543,332,168,73,0.0648367777466774,0.4114597737789154,0.4165368569367761,81.04511182018429,14
76,625.5,368.5,543,332,165,73,-0.011488694697618484,0.10512366890907288,0.10574959040468886,96.23695573211508,13
77,625.5,368.5,543,332,165,73,0.3441255986690521,0.23907235264778137,0.41902030673927804,34.788640555158665,13
78,625.5,368.5,543,332,165,73,0.41448974609375,0.10619413107633591,0.42787725236558133,14.370331417227394,13
79,625.5,368.5,543,332,165,73,0.4441997706890106,0.22333702445030212,0.49718493819753273,26.692568314820008,13
80,625.5,368.5,543,332,165,73,0.36025765538215637,0.28509521484375,0.4594179576249197,38.35685045494308,13
81,625.5,368.5,543,332,165,73,0.16967304050922394,0.30809372663497925,0.35172529773599465,61.15759178073631,13
82,625.5,368.5,543,332,165,73,0.4995821416378021,0.2314828783273697,0.550605702115531,24.860788887420966,13
83,625.5,368.5,543,332,165,73,0.4279315769672394,0.38214346766471863,0.5737238573080992,41.76489618127654,13
84,626.5,368.5,544,332,165,73,0.770399808883667,0.22587937116622925,0.802830838873571,16.341010221878612,13
85,627.5,368.5,545,332,165,73,0.9008272886276245,0.19917884469032288,0.9225844222120647,12.467880048012546,13
86,628.5,368.5,546,332,165,73,1.0951334238052368,0.24553172290325165,1.1223203833519284,12.636888009441668,12
87,628.0,368.5,547,332,162,73,0.696044921875,0.35341644287109375,0.7806290510605097,26.919158712528564,12
88,642.5,368.5,575,332,135,73,1.16656494140625,0.28975167870521545,1.2020107311628536,13.948863898069492,12
89,643.5,368.5,576,332,135,73,0.8382018804550171,0.156707763671875,0.8527248768467863,10.58960094823332,10
90,644.5,368.5,577,332,135,73,0.928698718547821,0.13872376084327698,0.93900244496746,8.495703706001134,10
91,645.5,368.5,578,332,135,73,0.709063708782196,-0.13448485732078552,0.7217045932793797,-10.73946317018846,10
92,646.5,368.5,579,332,135,73,0.7072509527206421,-0.16234740614891052,0.7256449478963767,-12.928116640771773,10
93,646.0,368.5,580,332,132,73,0.6008666753768921,-0.1381683349609375,0.616547849209092,-12.949956952119992,10
94,647.0,368.5,581,332,132,73,0.8468993902206421,-0.10902710258960724,0.8538884507095643,-7.335726481250612,10
95,647.0,368.5,581,332,132,73,0.3428710997104645,-0.03572692722082138,0.344727434860217,-5.948712504993425,10
96,647.0,368.5,581,332,132,73,0.28900146484375,-0.21245726943016052,0.3586919820898609,-36.321188303738545,10
97,647.0,368.5,581,332,132,73,0.3561950623989105,-0.05549011379480362,0.36049143569067493,-8.854691494448188,10
98,647.0,368.5,581,332,132,73,0.4425048828125,-0.03127746656537056,0.4436088944415477,-4.0430996174056,10
99,647.0,368.5,581,332,132,73,0.41502684354782104,-0.02651367150247097,0.4158728839943865,-3.655329614176936,10
100,648.0,368.5,582,332,132,73,0.508624255657196,-0.0603179931640625,0.5121883381551913,-6.763146907130881,10
101,648.0,368.5,582,332,132,73,0.3595031797885895,-0.05590515211224556,0.3638240265716383,-8.839081298510937,10
102,649.0,368.5,583,332,132,73,0.7628418207168579,-0.0005615234258584678,0.7628420273838933,-0.04217508232359944,10
103,649.0,368.5,583,332,132,73,0.41340333223342896,-0.03353271633386612,0.4147610856462192,-4.637325988924571,10
104,650.0,368.5,584,332,132,73,0.5510193109512329,0.0264739990234375,0.5516549226332205,2.75068921433218,10
105,649.5,368.5,585,332,129,73,0.8306518793106079,0.0772705078125,0.8342381410483738,5.314584345222362,10
106,650.5,368.5,586,332,129,73,0.679699718952179,-0.054962158203125,0.6819182845312306,-4.623016178187336,10
107,651.5,368.5,587,332,129,73,0.6915622353553772,-0.0397101491689682,0.6927013940485091,-3.286368420833208,9
108,652.5,368.5,588,332,129,73,0.5368720293045044,-0.2150200754404068,0.5783296712878692,-21.826361746408864,9
109,653.5,368.5,589,332,129,73,0.5586751103401184,-0.1485527902841568,0.5780880645842398,-14.890502189369716,9
110,653.5,368.5,589,332,129,73,0.1673312783241272,-0.1268581748008728,0.20998274505157638,-37.16670809042617,9
111,653.5,368.5,589,332,129,73,0.4994032084941864,-0.2081502228975296,0.5410453584927783,-22.6262728724511,9
112,653.0,368.5,590,332,126,73,0.5331488847732544,-0.2291734516620636,0.580317330674924,-23.26039707006273,9
113,653.0,368.5,590,332,126,73,0.20198822021484375,-0.18230056762695312,0.27208957727680333,-42.06722105629513,8
114,653.0,368.5,590,332,126,73,0.38034820556640625,-0.19835281372070312,0.42896223165740965,-27.54218597850375,8
115,653.0,368.5,590,332,126,73,0.4384613037109375,-0.12323379516601562,0.45545019829056443,-15.698532307798942,8
116,653.0,368.5,590,332,126,73,0.283721923828125,-0.20947265625,0.3526711269400474,-36.43855127651116,8
117,654.0,368.5,591,332,126,73,0.5161056518554688,-0.32869720458984375,0.611887976824464,-32.49223237923353,8
118,654.0,368.5,591,332,126,73,0.3363494873046875,-0.07747650146484375,0.34515733497835166,-12.97154975114588,8
119,654.0,368.5,591,332,126,73,0.30638885498046875,-0.26230621337890625,0.4033344518305162,-40.56755660528811,8
